ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,confirmCode,Condition,Counterbalance,AccImp_Order,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,SocialCircle_2,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,FB_F,SocialMedia_Chk,AccImp,AccImp_Friends,FNE_Inst,FNE_1,FNE_2,FNE_3,FNE_4,FNE_5,FNE_6,FNE_7,FNE_8,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Zipcode,Comments,Length
R_3Ok7YKM1VKofBNj,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,303578,2,1,1,1,1, ,1,1,1,4.409,4.409,5.968,1,1,1,4.256,4.256,6.592,1,1,1,5.3,5.725,6.836,2,1,3,8.218,10.512,11.628,2,1,3,5.193,5.193,6.653,1,1,1,5.485,5.485,7.086,1,1,1,6.002,6.002,7.742,1,1,1,4.683,4.683,6.488,1,1,1,3.089,3.089,4.804,1,1,1,5.204,8.611,9.15,4,1,1,4.626,4.626,6.479,1,1,1,4.142,4.142,5.628,1,1,1,5.758,5.758,7.357,1,1,1,3.934,3.934,5.56,1,1,1,4.351,5.743,6.343,2,1,1,3.817,3.817,5.623,1,1,2,4.583,4.583,6.109,1,1,1,4.706,4.706,6.215,1,1,1,3.581,3.581,5.118,1,1,4,4.773,4.773,6.226,1,1,4,3.659,4.887,6.585,2,1,1,4.653,4.653,6.327,1,1,2,3.637,3.637,5.188,1,1,3,5.529,5.529,7.114,1, ,1,2,5.4,5.4,6.819,1, , , , , , ,1,1,4,5.154,27.077,29.594,3,24,3.292,25.338,28.028,2,39,7.323,12.746,17.402,2,First,8,Emily,3,2,31,2,5,1,1, ,1,3,1,1,1,81,2,2,2,2,2,2,5,1,5,3,1,4,2,4,3,3,4,3,2,4,1,1,1, ,1,2,2,1,29486,"I can't believe those were real headlines. Some were obviously fake, possibly all of them were fake.",A few minutes maybe. I wasn't timing it.
R_3Jhp8cfGfLSFSpQ,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,644134,2,2,2,1,1, ,1,1,2,3.446,5.177,6.717,3,1,2,1.865,1.865,3.477,1,1,3,4.385,5.168,11.176,2,1,3,4.101,8.056,9.216,3,1,3,7.771,7.771,9.19,1,1,2,6.555,7.37,8.493,3,1,2,1.236,1.236,2.248,1,1,2,1.532,1.971,3.212,2,1,2,1.942,3.246,3.707,3,1,2,2.758,5.934,6.278,4,1,3,6.5,6.5,7.74,1,1,2,7.983,7.983,9.588,1,1,2,2.109,2.649,3.943,2,1,3,3.179,6.891,8.202,3,1,2,3.956,3.956,4.859,1,1,2,2.632,2.632,4.2,1,1,2,2.516,2.516,3.367,1,1,3,3.383,4.64,5.945,3,1,2,2.786,4.249,4.677,3,1,2,9.376,9.853,11.128,2,1,3,26.146,26.146,28.842,1,1,2,2.83,3.92,5.123,3,1,2,2.503,2.879,3.736,2,1,2,2.719,2.719,3.867,1, , , , , , , ,1,3,27.259,28.283,28.598,2,1,1,8,19.346,19.346,22.538,1,50,12.16,12.16,19.218,1,20,8.825,8.825,14.121,1,1,7,June,27,3,26,1,5,1,2, ,3,4,5,2,2,50,2,2,4,4,5,2,2,2,4,2,1,2,2,3,2,3,2,2,2,1,1, , , ,1,2,2,2,75070, ,10 minutes
R_PM8IiSDLaUd5VEB,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,804378,1,2,2,1,1, ,1,1,4,2.998,12.771,14.278,2,1,1,8.68,10.775,12.904,2,1,2,3.47,13.832,15.226,2,1,5,6.126,17.149,18.988,4,1,1,5.76,7.754,10.479,3,1,1,4.194,6.519,10.826,2,1,1,2.531,18.379,20.43,6,1,4,5.516,16.283,18.145,2,1,1,9.279,14.282,26.689,2,1,1,6.507,16.785,18.667,4,1,2,25.809,29.299,30.816,3,1,1,3.82,5.975,7.921,2,1,3,11.046,12.184,13.499,2,1,4,0.02,8.059,9.083,4,1,4,4.476,11.582,13.152,2,1,3,3.216,6.507,8.145,2,1,2,5.915,18.518,23.866,6,1,3,4.919,6.579,7.847,2,1,1,8.544,14.643,15.807,3,1,3,6.429,9.158,10.665,2,1,2,2.317,14.073,15.841,4,1,2,7.282,14.438,15.573,3,1,1,5.073,11.916,13.394,6,1,1,4.72,7.609,9.739,3,1, , , , , , ,1,3,2.644,20.044,21.475,5, ,1,8,3.852,3.852,29.407,1,50,12.801,12.801,60.94,1,20,13.187,13.187,21.534,1,1,7,Emily,3,2,41,2,5,1,3, ,4,4,2,2,2,75,1,2,1,2,2,2,5,1,4,4,1,3,2,3,5,4,2,3,3,1,1, , , ,1,2,2,2,32506,"This was fun, thank you for letting me participate.","Not sure, I was engaged in the survey and didn't pay attention to the time."
R_xg9EfKlDL8tnNpT,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,878749,2,1,2,1,1, ,1,1,3,6.565,7.922,8.513,4,1,4,1.425,4.95,5.521,7,1,2,2.372,3.147,3.769,4,1,5,3.98,12.584,13.359,8,1,5,3.845,5.832,6.354,4,1,4,7.444,13.111,13.171,8,1,2,6.612,9.63,10.299,4,1,3,2.147,4.698,5.553,4,1,4,1.22,5.544,6.101,8,1, ,4.442,5.711,6.18,4,1,4,2.318,4.066,4.648,6,1,6,1.601,7.79,7.843,6,1,3,0.005,3.64,4.11,5,1,1,1.42,2.02,2.631,3,1,4,3.363,6.192,7.046,4,1,1,4.053,6.454,6.994,8,1,3,6.67,10.799,11.298,6,1,2,1.076,1.965,2.561,4,1,3,2.566,4.111,4.19,5,1,4,4.392,10.954,11.009,7,1,3,1.371,4.546,4.607,7,1,2,1.074,2.642,3.211,5,1,2,1.633,3.774,4.479,6,1,2,1.385,2.497,2.546,4, ,1,2,1.583,23.017,23.607,9, , , , , , ,1,1,8,11.62,11.642,14.33,2,50,4.9,13.767,17.776,3,20,12.157,15.106,15.681,3,Second,15,Emily,3,3,22,2,2,1,1, ,3,3,5,1,1,100,2,2,2,1,3,1,5,1,3,3,1,3,2,2,3,2,3,2,3,3, , ,1, ,1,2,2,1,62204,No,9
R_1dtxAil0Zck9K39,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,718181,2,2,2,1,1, ,1,1,2,12.437,14.051,19.322,2,1,1,8.961,8.961,13.707,1,1,2,6.695,6.695,11.741,1,1,3,16.413,16.413,20.821,1,1,4,8.358,8.358,12.067,1,1,1,13.601,13.601,19.015,1,1,4,8.726,10.583,14.463,2,1,6,7.98,7.98,11.062,1,1,5,7.793,7.793,11.09,1,1,5,7.015,7.015,10.665,1,1,4,11.569,14.752,17.777,2,1,6,5.77,5.77,9.985,1,1,2,9.899,9.899,13.968,1,1,4,6.919,6.919,10.934,1,1,3,6.38,6.38,9.518,1,1,1,6.953,6.953,10.919,1,1,1,7.679,7.679,11.346,1,1,3,8.625,8.625,12.485,1,1,5,6.578,6.578,10.056,1,1,5,7.203,7.203,10.788,1,1,5,12.821,12.821,15.917,1,1,1,9.325,9.325,13.328,1,1,3,6.73,6.73,10.838,1,1,4,11.951,11.951,15.047,1, , , , , , , ,1,3,19.784,25.951,30.432,3,1,1,8,13.335,13.335,18.28,1,50,0,0,54.697,0,20,0,0,67.526,0,1st,8,June,3,3,36,1,3,1,1, ,1,3,1,1,1,74,2,2,2,2,2,2,5,1,5,2,1,2,1,1,1,1,2,1,2,3, ,1, , ,1,2,2,3,68508,none,15 mins
R_1ND46eMMuyTHwpz,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,499489,1,1,1,1,1, ,1,1,1,5.604,5.604,6.839,1,1,1,10.114,10.114,11.626,1,1,1,2.836,2.836,5.266,1,1,1,3.335,3.335,4.511,1,1,1,3.43,3.43,4.897,1,1,1,7.58,7.58,8.923,1,1,1,2.424,2.424,3.956,1,1,1,11.164,11.164,12.718,1,1,1,4.378,4.378,7.453,1,1,1,4.051,4.051,5.444,1,1,1,3.405,3.405,7.822,1,1,1,3.482,3.482,4.826,1,1,1,3.903,3.903,5.347,1,1,1,5.319,5.319,6.83,1,1,1,3.166,3.166,4.741,1,1,1,5.482,5.482,7.037,1,1,1,5.504,5.504,6.955,1,1,1,4.586,4.586,5.746,1,1,1,3.501,3.501,4.953,1,1,1,4.388,4.388,5.885,1,1,1,3.575,3.575,4.614,1,1,1,2.532,2.532,3.979,1,1,1,4.959,4.959,6.326,1,1,1,2.477,2.477,3.709,1,1,1,1,14.58,14.58,19.708,1, , , , , , , ,1,4,366.817,369.347,393.79,2,1,73.037,73.037,78.315,1,20,42.284,42.284,46.322,1,second place,8,Emily,27,2,52,1,5,1,2, ,4,5,2,2,2,75,2,2,2,3,4,2,5,1,4,4,1,3,2,2,2,2,2,1,2,1,1, , , ,1,2,2,2,46143,No,15 minutes
R_2RRrKT3uWIITyGR,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,470478,1,1,2,1,1, ,1,1,1,1.914,3.075,5.565,4,1,1,8.803,10.655,11.549,4,1,1,2.275,2.867,3.717,3,1,1,1.789,9.126,10.074,4,1,1,1.344,6.359,7.374,4,1,1,8.229,15.48,16.453,4,1,1,2.099,2.724,3.512,3,1,1,1.894,2.65,4.679,3,1,1,1.619,2.064,2.837,3,1,1,2.668,9.162,10.217,4,1,1,3.122,4.63,6.818,3,1,1,2.173,2.702,4.889,3,1,1,5.805,8.706,9.704,6,1,1,4.643,5.879,6.782,4,1,1,1.807,2.832,3.706,3,1,1,2.594,3.152,5.373,3,1,1,5.296,10.815,11.705,4,1,1,1.481,6.404,7.246,4,1,1,2.051,3.838,4.685,3,1,1,2.2,2.837,3.65,3,1,1,4.549,5.665,6.555,4,1,1,10.447,15.025,15.761,4,1,1,3.158,6.338,7.202,7,1,1,3.978,5.223,6.282,4,1,1,1,8.517,40.615,41.585,3, , , , , , , ,1,8,10.49,10.505,44.288,2,10,23.02,36.184,36.996,4,39,19.667,23.449,24.241,3,second,8,Emily,27,1,35,2,3,1,6,Centralist,2,3,1,1,1,76,2,2,3,2,2,1,4,2,5,4,1,1,1,1,2,2,2,1,1,3, , ,1, ,1,2,2,1,31601, ,7-10 minutes
R_1gCojTb9TilwDtn,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,268441,2,1,2,1,1, ,1,1,1,4.297,5.84,7.969,2,1,1,4.425,6.068,9.065,2,1,2,2.879,5.136,6.664,2,1,1,6.777,12.441,13.727,2,1,1,10.768,18.528,19.86,4,1,1,8.96,12.024,13.185,3,1,1,3.842,6.195,11.928,2,1,1,5.452,10.772,18.797,2,1,1,2.984,6.013,11.209,3,1,1,3.471,6.622,10.981,2,1,4,4.567,11.053,15.266,3,1,1,3.862,5.908,7.17,2,1,4,7.893,32.839,40.875,4,1,4,5.24,7.103,8.193,2,1,4,3.774,6.018,12.795,2,1,3,3.437,10.39,11.599,2,1,3,5.354,7.145,14.032,2,1,4,4.588,8.119,9.219,2,1,5,4.667,8.26,10.305,3,1,5,6.37,18.638,19.957,2,1,5,7.791,13.321,15.315,4,1,3,4.596,10.101,11.324,3,1,5,3.456,7.391,12.683,2,1,4,3.451,18.675,20.386,3, ,1,1,6.025,8.379,15.422,2, , , , , , ,1,1,8,2.231,2.231,14.131,1,10,2.067,2.067,32.115,1,39,12.136,12.136,48.826,1,1,8,Emily,0,3,31,1,4,1,3, ,2,2,1,1,1,75,2,2,3,3,2,1,5,1,5,3,1,4,3,4,4,4,4,3,4,1,1, , , ,1,2,2,3,30228,I have been considering decreasing my Facebook use because of the amount of fake news perpetrated there.,15 minutes
R_81efyloKc4k3Ixb,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,118523,2,1,1,1,1, ,1,1,1,10.658,10.658,12.035,1,1,5,35.901,35.901,38.072,1,1,4,10.965,10.965,12.597,1,1,4,21.392,21.392,23.709,1,1,2,16.264,18.674,20.018,2,1,2,23.701,23.701,25.894,1,1,1,9.231,9.231,11.83,1,1,1,14.506,14.506,16.467,1,1,1,12.369,12.369,14.064,1,1,2,34.527,34.527,36.696,1,1,3,20.506,20.506,21.83,1,1,1,13.497,13.497,15.158,1,1,1,14.249,14.249,16.457,1,1,2,12.18,12.18,13.796,1,1,1,15.111,15.111,16.872,1,1,2,27.615,27.615,30.508,1,1,2,10.206,10.206,12.012,1,1,4,18.305,18.305,19.807,1,1,1,16.711,16.711,17.963,1,1,1,15.791,15.791,18.132,1,1,1,17.166,17.166,18.997,1,1,1,9.744,10.568,13.639,2,1,2,11.326,11.326,13.326,1,1,1,11.202,11.202,12.539,1, ,1,3,60.209,60.209,61.677,1, , , , , , ,1,1,8,21.741,21.741,46.853,1,50,48.804,48.804,59.509,1,10,62.333,62.333,79.116,1,2nd place,8,Emily,9,3,63,2,4,1,2, ,4,4,2,2,2,85,1,2,3,4,4,3,5,2,5, ,1,2,3,4,5,5,3,3,2,1,1, , , ,1,2,2,3,30215, ,25 minutes
R_1OOFD38f3wuL9Fm,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,959010,2,1,2,1,1, ,1,1,3,6.157,6.157,7.064,1,1,4,4.502,4.502,5.241,1,1,1,4.292,5.624,6.362,2,1,2,10.746,10.746,11.507,1,1,4,4.983,4.983,6.848,1,1,4,9.466,9.466,10.142,1,1,4,41.754,43.746,44.438,3,1,2,7.77,17.68,18.611,2,1,1,6.064,6.064,7.544,1,1,2,9.558,9.558,10.408,1,1,5,6.522,6.522,7.888,1,1,6,5.827,5.827,9.982,1,1,3,8.978,8.978,9.725,1,1,3,6.197,6.197,6.793,1,1,3,9.64,9.64,10.461,1,1,1,4.189,4.509,5.479,2,1,1,21.587,21.587,22.523,1,1,1,6.916,6.916,7.788,1,1,2,4.904,4.904,5.625,1,1,5,13.018,13.518,13.814,2,1,5,4.25,6.083,6.491,3,1,3,5.969,5.969,6.706,1,1,3,3.997,3.997,4.698,1,1,3,6.732,7.463,7.731,2, ,1,3,27.612,27.612,28.373,1, , , , , , ,1,1,8,0,0,12.773,0,50,0,0,16.202,0,20,9.815,9.815,12.279,1,2nd,8,emily,9,3,22,1,3,1,1, ,2,2,4,1,1,60,2,2,2,3,3,3,3,2,5,3,1,3,2,3,2,2,3,2,2,4, ,1,1, ,1,2,2,2,99163, ,8 minutes
R_1dKYZaeQOPYpo8d,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,901506,1,2,1,1,1, ,1,1,1,5.722,7.049,7.126,4,1,1,3.327,5.691,5.782,5,1,1,16.416,17.845,19.034,5,1,1,4.987,6.373,7.014,5,1,3,7.405,10.295,10.953,8,1,1,6.301,15.182,15.897,4,1,6,7.059,7.507,8.04,3,1,1,5.822,7.212,7.328,5,1,5,104.653,106.687,107.138,4,1,5,4.149,5.366,5.813,4,1,5,5.238,5.918,6.701,3,1,1,122.201,1169.054,1169.679,70,1,1,7.797,9.009,9.093,4,1,4,2.953,6.349,7.035,9,1,1,5.876,7.085,7.173,4,1,1,16.582,17.282,17.959,3,1,1,5.667,9.75,10.459,7,1,4,3.983,7.569,8.148,6,1,3,23.098,25.049,26.237,3,1,1,1.662,4.386,4.471,6,1,1,10.786,13.014,13.478,6,1,1,2.01,5.404,5.959,5,1,1,4.864,5.656,6.309,3,1,2,7.259,11.13,11.96,9,1, , , , , , ,1,2,7.473,40.819,40.896,8, ,1,8,14.058,14.777,14.879,2,50,1.675,3.63,5.787,2,20,1.889,8.055,8.157,3,first,8,Emily,18,1,29,2,3,1,3, ,3,3,4,2,2,84,2,2,3,2,3,1,5,1,2,1,1,1,1,1,2,2,1,1,1,2, , ,1, ,1,2,2,3,62814,no,20 minutes
R_2Uas5K6i0CfYjiO,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,117674,2,2,1,1,1, ,1,1,1,7.733,7.733,9.247,1,1,1,10.477,14.446,17.464,2,1,1,150.126,152.922,154.538,2,1,1,6.788,6.788,8.855,1,1,1,10.988,10.988,13.7,1,1,1,5.316,12.873,14.581,3,1,1,5.319,7.005,12.291,2,1,1,2.965,5.397,6.661,3,1,1,73.455,73.455,75.503,1,1,1,5.836,8.925,10.499,3,1,1,4.22,6.816,8.432,3,1,1,2.367,2.367,3.72,1,1,1,2.975,2.975,6.306,1,1,1,3.376,6.472,8.16,3,1,1,7.048,10.867,11.929,2,1,1,9.498,12.492,14.778,2,1,1,6.781,10.182,11.219,3,1,1,5.274,5.274,7.704,1,1,1,6.471,6.471,8.591,1,1,1,9.998,13.21,14.595,2,1,1,6.701,6.701,9.417,1,1,1,6.501,9.033,11.093,2,1,1,6.37,7.668,9.548,2,1,1,2.196,5.468,7.426,2, , , , , , , ,1,3,27.31,33.146,34.323,2,1,1,8,14.83,14.83,20.79,1,50,21.115,21.115,41.975,1,20,21.516,21.516,28.222,1,1st,8,June,9,3,57,2,2,1,3, ,4,5,2,2,2,50,1,2,1,4,3,2,5,1,5,3,1,1,1,1,2,2,1,1,1,1, , , ,1,1,2,1,2,14030,Interesting and enjoyable.  Thank you!,10 min.
R_2EGg4Cya3Kak0ZP,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,321961,1,1,2,1,1, ,1,1,1,4.104,4.104,5.029,1,1,1,3.793,3.793,4.543,1,1,1,2.102,2.102,2.867,1,1,1,3.59,4.022,4.827,2,1,1,2.122,3.098,4.151,2,1,1,2.717,3.325,6.25,2,1,1,3.729,3.729,5.495,1,1,1,4.607,4.607,5.34,1,1,1,3.569,3.569,4.318,1,1,4,3.931,3.931,4.585,1,1,4,6.641,6.641,7.366,1,1,1,4.438,5.606,6.675,2,1,1,3.805,3.805,4.514,1,1,2,4.173,4.173,5.033,1,1,4,5.839,6.991,7.733,3,1,1,2.906,2.906,3.728,1,1,4,4.818,5.362,5.744,2,1,3,3.268,3.268,4.385,1,1,4,8.066,8.066,8.712,1,1,4,4.603,4.603,5.346,1,1,5,5.379,6.491,7.049,2,1,5,4.19,4.19,4.804,1,1,5,3.335,3.335,3.949,1,1,2,8.233,8.233,8.815,1,1,1,2,6.692,7.236,7.905,2, , , , , , , ,1,8,1.736,1.736,8.221,1,10,1.362,27.618,30.839,6,39,14.28,14.28,28.175,1,1,8,Emily,3,2,26,2,5,1,3, ,3,3,5,1,1,38,2,2,3,3,2,2,5,1,4,2,1,2,2,1,4,2,2,1,1,2, ,1,1,1,1,2,2,1,44720, ,8
R_ThpbWNjowebHBC1,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,27142,1,2,2,1,1, ,1,1,1,3.505,3.505,5.643,1,1,1,2.732,2.732,4.562,1,1,1,2.883,5.403,7.605,2,1,1,4.322,4.322,5.918,1,1,1,3.123,3.123,4.857,1,1,1,3.1,3.1,6.589,1,1,1,3.306,3.306,4.629,1,1,1,3.45,3.45,4.681,1,1,1,3.879,3.879,5.74,1,1,1,3.056,3.056,4.113,1,1,1,4.208,4.208,6.112,1,1,1,3.456,7.344,8.46,3,1,1,3.648,3.648,5.303,1,1,1,2.463,2.463,4.356,1,1,2,5.446,7.364,9.039,3,1,1,3.768,3.768,7.751,1,1,1,6.623,8.374,9.739,4,1,1,3.811,5.049,6.315,2,1,1,5.236,6.078,7.283,2,1,3,4.235,14.193,15.267,4,1,3,6.35,7.32,8.623,2,1,1,3.999,3.999,6.289,1,1,1,4.22,4.22,5.795,1,1,1,4.893,9.109,9.695,3,1, , , , , , ,1,3,13.671,14.833,15.342,2, ,1,8,3.904,4.501,8.973,2,10,5.703,8.663,10.01,2,39,0,0,12.951,0,1st,8,emily,27,1,29,2,8,1,1, ,2,2,1,1,1,75,2,1,4,3,2,2,4,2,5,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,85719, ,10 minutes
R_116n6OBoEJWCMh9,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,637226,2,1,2,1,1, ,1,1,4,4.195,5.415,5.989,4,1,1,4.889,5.28,5.969,3,1,1,2.208,2.616,3.497,3,1,1,19.173,19.726,20.417,3,1,1,3.793,4.336,5.084,3,1,1,7.793,8.347,9.087,3,1,4,5.242,6.28,6.972,3,1,5,7.812,18.765,20.966,7,1,6,3.737,4.768,5.367,3,1,4,15.268,17.895,18.621,4,1,5,7.115,8.321,9.101,3,1,1,6.039,6.624,7.501,3,1,2,8.91,10.718,11.681,5,1,1,3.352,6.878,7.901,9,1,1,7.751,10.406,11.169,4,1,1,3.647,4.236,5.051,3,1,4,5.562,7.598,8.236,5,1,1,2.386,2.781,3.561,3,1,1,9.012,9.418,10.127,3,1,1,3.985,4.36,5.004,3,1,3,9.369,11.688,12.466,7,1,4,7.197,9.522,10.177,7,1,1,4.975,5.409,6.131,3,1,4,9.594,10.565,11.288,4, ,1,1,20.945,23.968,29.276,5, , , , , , ,1,1,8,69.26,75.772,77.526,5,10,4.469,4.486,8.54,2,21,10.409,10.421,19.746,2,2nd,8,Emily,0,1,43,1,5,1,1, ,2,2,1,1,1,85,2,2,2,2,2,2,5,1,5,5,1,2,1,2,2,2,2,2,2,1,1, ,1, ,1,2,2,1,27263,It's sad that those headlines were circulated.,5 mins
R_1Cpfu4yschlMfOH,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,752749,2,1,2,1,1, ,1,1,1,7.183,7.183,8.546,1,1,1,12.169,12.169,15.666,1,1,1,4.826,4.826,6.677,1,1,5,15.532,15.532,17.629,1,1,1,8.786,8.786,10.206,1,1,1,11.487,11.487,13.367,1,1,1,7.536,7.536,9.115,1,1,1,7.084,7.084,9.029,1,1,1,6.125,6.125,8.166,1,1,1,8.348,8.348,10.054,1,1,1,8.308,8.308,11.349,1,1,1,6.54,6.54,8.542,1,1,1,14.839,14.839,16.049,1,1,1,6.352,6.352,7.865,1,1,1,8.877,8.877,11.856,1,1,1,15.199,15.199,16.5,1,1,1,10.57,10.57,12.819,1,1,1,7.129,7.129,8.769,1,1,1,6.598,6.598,8.88,1,1,1,9.673,9.673,12.377,1,1,1,6.402,6.402,8.249,1,1,1,10.797,10.797,13.076,1,1,1,9.636,9.636,11.184,1,1,1,14.954,14.954,17.225,1, ,1,1,11.29,11.29,14.455,1, , , , , , ,1,1,8,10.185,10.185,18.374,1,10,45.401,45.401,63.499,1,20,13.661,13.661,32.525,1,second,8,Emily,27,3,56,2,4,1,2, ,4,3,2,2,2,93,1,2,3,3,3,3,5,2,5,5,1,3,3,3,3,3, ,3,3,1,1, , , ,1,2,2,2,48066,"FYI I won't share anything on facebook unless it is uplifting or warning, recall, amber alert, etc",15 min
R_5vdx8kNL76M7iwh,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,670640,1,2,2,1,1, ,1,1,1,3.943,6.256,7.252,5,1,1,4.244,5.527,6.644,4,1,1,2.983,4.053,5.018,4,1,3,16.919,18.918,21.927,4,1,2,4.773,7.924,8.937,5,1,1,10.545,14.684,15.965,4,1,1,7.84,9.191,10.373,4,1,1,7.923,10.925,12.996,4,1,1,4.576,5.471,6.759,4,1,1,7.631,9.597,10.628,4,1,1,7.126,8.91,11.033,4,1,2,4.296,5.961,7.21,4,1,2,8.691,11.64,12.709,5,1,4,5.804,9.7,10.818,4,1,3,4.984,6.851,7.697,4,1,2,4.085,5.184,6.405,4,1,3,6.145,7.128,8.245,4,1,5,3.535,11.036,12.168,6,1,1,4.982,9.431,11.564,5,1,1,6.183,7.083,8.367,4,1,2,3.383,14.195,18.064,5,1,2,8.734,12.018,12.89,5,1,2,8.495,9.723,11.006,4,1,1,7.32,12.292,13.023,6,1, , , , , , ,1,3,8.931,26.681,27.378,8, ,1,8,9.319,13.289,17.322,3,50,33.035,33.074,37.401,2,39,55.701,75.936,80.777,8,Second,7,Emily,None,1,36,2,6,1,2, ,4,4,2,2,2,40,1,2,3,3,3,1,5,1,5,3,1,3,2,3,3,3,3,2,2,1,1, , , ,1,2,2,3,77459, ,10 minuets
